INFO 2021-05-04 11:35:32,826 autoreload 8365 140498019043136 Watching for file changes with StatReloader

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,102 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,103 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,103 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,104 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,105 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,106 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,106 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,107 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,108 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,108 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,110 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,110 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,111 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,112 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,113 utils 8365 140497842599680 (0.000) SELECT `catalog_venuemanager`.`id`, `catalog_venuemanager`.`name`, `catalog_venuemanager`.`extension`, `catalog_venuemanager`.`e_mail` FROM `catalog_venuemanager` WHERE `catalog_venuemanager`.`id` = 2 LIMIT 21; args=(2,)
DEBUG 2021-05-04 11:38:10,114 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,115 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,115 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,116 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,117 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,118 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,118 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,119 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,120 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,120 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,121 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 843, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'extension'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 850, in _resolve_lookup
    (bit, current))  # missing attribute
django.template.base.VariableDoesNotExist: Failed lookup for key [extension] in None
DEBUG 2021-05-04 11:38:10,122 base 8365 140497842599680 Exception while resolving variable 'extension' in template 'catalog/venue_list.html'.
Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 829, in _resolve_lookup
    current = current[bit]
TypeError: 'NoneType' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/django/GAD/SiteGAD/lib/python3.6/site-packages/django/template/base.py", line 837, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'NoneType' object has no attribute 'extension'

During handling of the above exception, another exception occurred:

